title,abstract
Path Following Control for Underactuated Airships with Magnitude and Rate Saturation," This paper proposes a reinforcement learning (RL) based path following strategy for underactuated airships with magnitude and rate saturation. The Markov decision process (MDP) model for the control problem is established. Then an error bounded line-of-sight (LOS) guidance law is investigated to restrain the state space. Subsequently, a proximal policy optimization (PPO) algorithm is employed to approximate the optimal action policy through trial and error. Since the optimal action policy is generated from the action space, the magnitude and rate saturation can be avoided. The simulation results, involving circular, general, broken-line, and anti-wind path following tasks, demonstrate that the proposed control scheme can transfer to new tasks without adaptation, and possesses satisfying real-time performance and robustness.  "
Aerodynamic and Structural Design of a 2022 Formula One Front Wing Assembly,"The aerodynamic loads generated in a wing are critical in its structural design. When multi-element wings with wingtip devices are selected, it is essential to identify and to quantify their structural behaviour to avoid undesirable deformations which degrade the aerodynamic performance. This research investigates these questions using numerical methods (Computational Fluid Dynamics and Finite Elements Analysis), employing exhaustive validation methods to ensure the accuracy of the results and to assess their uncertainty. Firstly, a thorough investigation of four baseline configurations is carried out, employing Reynolds Averaged Navier–Stokes equations and the k- SST (Shear Stress Transport) turbulence model to analyse and quantify the most important aerodynamic and structural parameters. Several structural configurations are analysed, including different materials (metal alloys and two designed fibre-reinforced composites). A 2022 front wing is designed based on a bidimensional three-element wing adapted to the 2022 FIA Formula One regulations and its structural components are selected based on a sensitivity analysis of the previous results. The outcome is a high-rigidity-weight wing which satisfies the technical regulations and lies under the maximum deformation established before the analysis. Additionally, the superposition principle is proven to be an excellent method to carry out high-performance structural designs. "
In Vitro and In Vivo Evaluations of -Lactam/-Lactamase Mono- and Combined Therapies against Carbapenem-Nonsusceptible Enterobacteriaceae in Taiwan,"Increasing carbapenem resistance rates worldwide underscored the urgent need of novel antimicrobials. Ceftazidime–avibactam and aztreonam–avibactam combinations are developed to combat carbapenem resistance, but biological and geographic variations must be considered for antibiotic susceptibility patterns varied. Thus, we sought to assess the susceptibilities of ceftazidime–avibactam and aztreonam–avibactam against 660 carbapenem-nonsusceptible Enterobacteriaceae isolates (472 Klebsiella pneumoniae and 188 Escherichia coli) collected during an earlier Taiwan surveillance study. Agar dilution method was used to determine ceftazidime–avibactam and aztreonam–avibactam susceptibility. Metallo-carbapenemase’s contribution to resistance were investigated with EDTA addition. The in vivo efficacies were evaluated using a Caenorhabditis elegans model. High susceptibility rates were observed for ceftazidime–avibactam and aztreonam–avibactam against the 472 carbapenem-nonsusceptible K. pneumoniae (CnsKP) (85.2% and 95.3%, respectively) and 188 carbapenem-nonsusceptible E. coli (CnsEC) isolates (91.5% and 94.1%, respectively). For non-metallo-carbapenemase producers, the susceptibility rates for ceftazidime–avibactam were 93.6% for CnsKP and 97.7% for CnsEC, whereas only 7.1% CnsKP and 11.1% CnsEC in metallo-carbapenemase producers were susceptible to ceftazidime–avibactam. Of all isolates, 95.3% CnsKP and 94.1% CnsEC were susceptible to aztreonam–avibactam. In C. elegans model, ceftazidime–avibactam and aztreonam–avibactam revealed effective against a blaKPC-producing K. pneumoniae isolate in vivo. Our results propose a positive therapeutic approach for both combinations against carbapenem-nonsusceptible Enterobacteriaceae in Taiwan. "
Selective Binding of Cyclodextrins with Leflunomide and Its Pharmacologically Active Metabolite Teriflunomide,"The selectivity of encapsulation of leflunomide and teriflunomide by native -, - and -cyclodextrins was investigated through 1H NMR and molecular modeling. Thermodynamic analysis revealed the main driving forces involved in the binding. For -cyclodextrin, the partial encapsulation was obtained while deep penetration was characterized for the other two cyclodextrins, where the remaining polar fragment of the molecule is located outside the macrocyclic cavity. The interactions via hydrogen bonding are responsible for high negative enthalpy and entropy changes accompanying the complexation of cyclodextrins with teriflunomide. These results were in agreement with the molecular modeling calculations, which provide a clearer picture of the involved interactions at the atomic level. "
PM2.5 Prediction Model Based on Combinational Hammerstein Recurrent Neural Networks,"Airborne particulate matter 2.5 (PM2.5) can have a profound effect on the health of the population. Many researchers have been reporting highly accurate numerical predictions based on raw PM2.5 data imported directly into deep learning models; however, there is still considerable room for improvement in terms of implementation costs due to heavy computational overhead. From the perspective of environmental science, PM2.5 values in a given location can be attributed to local sources as well as external sources. Local sources tend to have a dramatic short-term impact on PM2.5 values, whereas external sources tend to have more subtle but longer-lasting effects. In the presence of PM2.5 from both sources at the same time, this combination of effects can undermine the predictive accuracy of the model. This paper presents a novel combinational Hammerstein recurrent neural network (CHRNN) to enhance predictive accuracy and overcome the heavy computational and monetary burden imposed by deep learning models. The CHRNN comprises a based-neural network tasked with learning gradual (long-term) fluctuations in conjunction with add-on neural networks to deal with dramatic (short-term) fluctuations. The CHRNN can be coupled with a random forest model to determine the degree to which short-term effects influence long-term outcomes. We also developed novel feature selection and normalization methods to enhance prediction accuracy. Using real-world measurement data of air quality and PM2.5 datasets from Taiwan, the precision of the proposed system in the numerical prediction of PM2.5 levels was comparable to that of state-of-the-art deep learning models, such as deep recurrent neural networks and long short-term memory, despite far lower implementation costs and computational overhead. "
The Relationship of the Mechanisms of the Pathogenesis of Multiple Sclerosis and the Expression of Endogenous Retroviruses,"Two human endogenous retroviruses of the HERV-W family can act as cofactors triggering multiple sclerosis (MS): MS-associated retrovirus (MSRV) and ERVWE1. Endogenous retroviral elements are believed to have integrated in our ancestors’ DNA millions of years ago. Their involvement in the pathogenesis of various diseases, including neurodegenerative pathologies, has been demonstrated. Numerous studies have shown a correlation between the deterioration of patients’ health and increased expression of endogenous retroviruses. The exact causes and mechanisms of endogenous retroviruses activation remains unknown, which hampers development of therapeutics. In this review, we will summarize the main characteristics of human endogenous W retroviruses and describe the putative mechanisms of activation, including epigenetic mechanisms, humoral factors as well as the role of the exogenous viral infections. "
Development and Study of Nanoemulsions and Nanoemulsion-Based Hydrogels for the Encapsulation of Lipophilic Compounds,"Biocompatible nanoemulsions and nanoemulsion-based hydrogels were formulated for the encapsulation and delivery of vitamin D3 and curcumin. The aforementioned systems were structurally studied applying dynamic light scattering (DLS), electron paramagnetic resonance (EPR) spectroscopy and viscometry. In vitro studies were conducted using Franz diffusion cells to investigate the release of the bioactive compounds from the nanocarriers. The cytotoxicity of the nanoemulsions was investigated using the thiazolyl blue tetrazolium bromide (MTT) cell proliferation assay and RPMI 2650 nasal epithelial cells as in vitro model. DLS measurements showed that vitamin D3 and curcumin addition in the dispersed phase of the nanoemulsions caused an increase in the size of the oil droplets from 78.6  0.2 nm to 83.6  0.3 nm and from 78.6  0.2 nm to 165.6  1.0 nm, respectively. Loaded nanoemulsions, in both cases, were stable for 60 days of storage at 25 C. EPR spectroscopy revealed participation of vitamin D3 and curcumin in the surfactants monolayer. In vitro release rates of both lipophilic compounds from the nanoemulsions were comparable to the corresponding ones from the nanoemulsion-based hydrogels. The developed o/w nanoemulsions did not exhibit cytotoxic effect up to the concentration threshold of 1 mg/mL in the cell culture medium. "
"Removal of Arsenate and Arsenite in Equimolar Ferrous and Ferric Sulfate Solutions through Mineral Coprecipitation: Formation of Sulfate Green Rust, Goethite, and Lepidocrocite","An improved understanding of in situ mineralization in the presence of dissolved arsenic and both ferrous and ferric iron is necessary because it is an important geochemical process in the fate and transformation of arsenic and iron in groundwater systems. This work aimed at evaluating mineral phases that could form and the related transformation of arsenic species during coprecipitation. We conducted batch tests to precipitate ferrous (133 mM) and ferric (133 mM) ions in sulfate (533 mM) solutions spiked with As (0–100 mM As(V) or As(III)) and titrated with solid NaOH (400 mM). Goethite and lepidocrocite were formed at 0.5–5 mM As(V) or As(III). Only lepidocrocite formed at 10 mM As(III). Only goethite formed in the absence of added As(V) or As(III). Iron (II, III) hydroxysulfate green rust (sulfate green rust or SGR) was formed at 50 mM As(III) at an equilibrium pH of 6.34. X-ray analysis indicated that amorphous solid products were formed at 10–100 mM As(V) or 100 mM As(III). The batch tests showed that As removal ranged from 98.65–100%. Total arsenic concentrations in the formed solid phases increased with the initial solution arsenic concentrations ranging from 1.85–20.7 g kg-1. Substantial oxidation of initially added As(III) to As(V) occurred, whereas As(V) reduction did not occur. This study demonstrates that concentrations and species of arsenic in the parent solution influence the mineralogy of coprecipitated solid phases, which in turn affects As redox transformations. "
Helicobacter pylori Infection and the Patterns of Gastric Mucin Expression in Children,"Background: The updated model for the mechanism of gastric carcinogenesis demonstrates that Helicobacter pylori (H. pylori) is a risk factor in every step of the process. The expression of certain gastric mucins is altered by H. pylori infection in adult patients. The aim of our research was to assess the impact of H. pylori infection on the expression of secretory mucins in the pediatric antral mucosa. Methods: Slides were stained with monoclonal antibodies for MUC5AC, MUC6 and MUC2, digitalized and scored using both a semiquantitative and a quantitative approach. Results: The expression of MUC5AC was significantly lower in infected children. Also, MUC2 expression was more pronounced in infected children. MUC6 expression did not differentiate between infected and noninfected children. Additionally, the presence of chronic inflammation significantly altered the expression of MUC6 and MUC2. The expression of MUC6 was significantly higher in patients with gastric atrophy. Conclusion: The minor differences in mucin expression at distinct ages might stem from different H. pylori exposure periods. Further research is needed to determine the particular patterns of expression according to age and to evaluate the effects of the interaction between H. pylori and mucins in the progression of the gastric carcinogenesis cascade. "
Efficacy of Spice Supplementation in Rheumatoid Arthritis: A Systematic Literature Review,"Background: Spices, i.e., curcumin, ginger, saffron, and cinnamon, have a thousand-year history of medicinal use in Asia. Modern medicine has begun to explore their therapeutic properties during the last few decades. We aimed to perform a systematic literature review (SLR) of randomized controlled trials (RCTs) assessing the effect of spice supplementation on symptoms and disease activity in patients with chronic inflammatory rheumatic diseases (rheumatoid arthritis (RA), spondylarthritis, or psoriatic arthritis). Methods: An SLR of RCTs, reviews, and meta-analyses was performed, searching for articles in MEDLINE/PubMed. Abstracts from international rheumatology and nutrition congresses (2017–2020) were also scrutinized. The risk of bias of the selected studies was evaluated using the Cochrane Collaboration’s tool and the Jadad scale. Results: Altogether, six studies, assessing the use of spice supplementation only in RA patients, were included: one on garlic supplementation, two on curcumin, one on ginger, one on cinnamon, and one on saffron supplementation. Garlic, ginger, cinnamon, or saffron supplementation was associated with a decrease in RA clinical activity. However, several points limit the external validity of these studies. No conclusion on the impact of curcumin supplementation on RA activity could be drawn due to low-quality studies. Conclusions: Garlic, ginger, cinnamon, and saffron supplementation could have a beneficial effect on RA activity, but the risk of bias of these studies is difficult to assess and data are too limited to recommend them in daily practice. "
"Influence of Dietary Garlic (Allium sativum) and/or Ascorbic Acid on Performance, Feed Utilization, Body Composition and Hemato-Biochemical Parameters of Juvenile Asian Sea Bass (Lates calcarifer)","The current study investigated effects of garlic (Allium sativum) and/or ascorbic acid on growth performance, feed utilization, biochemical body composition, and hemato-biochemical parameters of juvenile Asian sea bass. A total of 600 fish (43.14  0.23 g body weight) were divided into four groups. Fish in the first group were fed basal diet and served as a control group. Fish in groups 2, 3 and 4 were fed a basal diet mixed with garlic (40 g/kg diet), ascorbic acid (1.5 g/kg diet), or garlic (20 g/kg diet)/ascorbic acid (0.75 g/kg diet) mixture, respectively, for 12 weeks. A significant (p < 0.05) increase was observed in growth performance, feed utilization, and chemical body composition in fish fed garlic alone in comparison with the control and other treated groups. All hematological indices, biochemical parameters, and survival rate were not changed significantly (p > 0.05) in all groups throughout the experimental period when compared with the control. Total cholesterol and feed conversion ratio were significantly (p < 0.05) decreased in fish fed garlic alone in comparison to the control and other treated groups. Conclusively, dietary supplementation of garlic alone (40 g/kg diet) was highly effective in improving most of the studied parameters in comparison with that of ascorbic acid alone or a mixture of garlic (20 g/kg diet) and ascorbic acid (0.75 g/kg diet). "
Suitability of Biodegradable Materials in Comparison with Conventional Packaging Materials for the Storage of Fresh Pork Products over Extended Shelf-Life Periods,"The packaging of fresh meat has been studied for decades, leading to improved packaging types and conditions such as modified atmosphere packaging (MAP). While commonly used meat packaging uses fossil fuel-based materials, the use of biodegradable packaging materials for this application has not been studied widely. This study aimed at evaluating the sustainability of biodegradable packaging materials compared to established conventional packaging materials through analyses of the quality of freshly packaged pork. The quality was assessed by evaluating sensory aspects, meat color and microbiological attributes of the pork products. The results show no significant differences (p > 0.05) in ground pork and pork loin stored in biodegradable MAP (BioMAP) and conventional MAP for the evaluated sensory attributes, meat color or total bacterial count (TBC) over extended storage times. The data suggest that BioMAP could be a viable alternative to MAP using conventional, fossil fuel-based materials for the storage of fresh meats, while simultaneously fulfilling the customers’ wishes for a more environmentally friendly packaging alternative. "
HORSESHOE DRAG IN THREE-DIMENSIONAL GLOBALLY ISOTHERMAL DISKS,"The Astrophysical Journal, 817(2016) 19. doi:10.3847/0004-637X/817/1/19 "
"Analysis of Factors Influencing Food Nutritional Labels Use in Nanjing, China","A correct use of food nutrition la bels benefits consumers in pursuing balanced diets. As a result, we conducted interviews in Nanjing, China and randomly sampled 427 respondents. Further, we used both descriptive statistics and binary logistic regression to assess their perception of food nutrition label use. The results indicated that the current situation is not ideal in Nanjing. Only 7.26% of respondents use labeling consistently. Data on purchasing experience, comprehension, nutritional value, work sector, chronic disease, diet awareness, nutritional knowledge, and age were statistically significant. Conversely, taste and primary shopper categories negatively influenced food nutrition label use. In light of the above results, we propose policy recommendations to promote consumers’ use of food nutrition labels. These are also beneficial in improving diet and relieving chronic diseases. "
OUTFLOW DETECTION IN A 70 μm DARK HIGH-MASS CORE,"The Astrophysical Journal, 828(2016) 100. doi:10.3847/0004-637X/828/2/100 "
Influence of HLA-DQ2.5 Dose on Clinical Picture of Unrelated Celiac Disease Patients,"The clinical phenotype of celiac disease varies considerably among patients and the dosage of HLA-DQ2.5 alleles has been suggested to be a contributing factor. We investigated whether HLA-DQ2.5 allele dosage is associated with distinct clinical parameters at the time of diagnosis and with patients’ response to a gluten-free diet. The final cohort included 605 carefully phenotyped non-related Finnish celiac disease patients grouped as having 0, 1 or 2 copies of HLA-DQ2.5. Clinical data at the time of diagnosis and during gluten-free diet were collected systematically from medical records and supplementary interviews. An increasing HLA-DQ2.5 dose effect was detected for celiac disease antibody positivity at diagnosis (p "
Exercise as an Adjuvant to Cartilage Regeneration Therapy,"This article provides a brief review of the pathophysiology of osteoarthritis and the ontogeny of chondrocytes and details how physical exercise improves the health of osteoarthritic joints and enhances the potential of autologous chondrocyte implants, matrix-induced autologous chondrocyte implants, and mesenchymal stem cell implants for the successful treatment of damaged articular cartilage and subchondral bone. In response to exercise, articular chondrocytes increase their production of glycosaminoglycans, bone morphogenic proteins, and anti-inflammatory cytokines and decrease their production of proinflammatory cytokines and matrix-degrading metalloproteinases. These changes are associated with improvements in cartilage organization and reductions in cartilage degeneration. Studies in humans indicate that exercise enhances joint recruitment of bone marrow-derived mesenchymal stem cells and upregulates their expression of osteogenic and chondrogenic genes, osteogenic microRNAs, and osteogenic growth factors. Rodent experiments demonstrate that exercise enhances the osteogenic potential of bone marrow-derived mesenchymal stem cells while diminishing their adipogenic potential, and that exercise done after stem cell implantation may benefit stem cell transplant viability. Physical exercise also exerts a beneficial effect on the skeletal system by decreasing immune cell production of osteoclastogenic cytokines interleukin-1, tumor necrosis factor-, and interferon-, while increasing their production of antiosteoclastogenic cytokines interleukin-10 and transforming growth factor-. In conclusion, physical exercise done both by bone marrow-derived mesenchymal stem cell donors and recipients and by autologous chondrocyte donor recipients may improve the outcome of osteochondral regeneration therapy and improve skeletal health by downregulating osteoclastogenic cytokine production and upregulating antiosteoclastogenic cytokine production by circulating immune cells. "
Antioxidant Supplementation Modulates Neutrophil Inflammatory Response to Exercise-Induced Stress,"The aim of the present report was to evaluate the inflammatory response to a 2000-m running test considering neutrophil myeloperoxidase as an inflammatory marker, and to verify if supplements rich in antioxidants could modulate Post-test antioxidant and anti-inflammatory responses. To this end, a 21-day homogenization period was carried out with three groups: a control group, a supplemented group taking an almond beverage enriched with vitamins C and E and a third group consuming the same beverage but enriched with Lippia citriodora extract. At the end of this period, participants performed a 2000-m run, and blood samples were obtained the day before and immediately after the running test. Plasma and neutrophils were isolated. As a result, plasma creatine kinase and myoglobin increased, indicating Post-test muscle damage. Plasma oxidative markers were increased in all groups, except in the group supplemented with the almond beverage. Neutrophil antioxidant enzymes were significantly increased only in the control group, suggesting an antioxidant effect of the supplements provided in the other groups. Myeloperoxidase activity was significantly increased after the test in the control group, while increased enzyme levels were detected in plasma of the supplement groups. Therefore, antioxidant consumption seems to favour myeloperoxidase release. The connection of this observation with post-exercise recovery will require further investigation. "
Fatal Pulmonary Hypertension and Right-Sided Congestive Heart Failure in a Kitten Infected with Aelurostrongylus abstrusus,"Aelurostrongylus abstrusus is considered the most important respiratory nematode of domestic cats worldwide. This parasite inhabits the alveoli, alveolar ducts, and bronchioles and causes a subacute to chronic respiratory clinical disease. Clinical signs may occur in domestic cats of any age, though they are more often described in young animals. Physical examination, echocardiography, thoracic radiography, pulmonary and cardiac pathological findings, classical, and molecular parasitological analysis of a six-month-old kitten referred at the Veterinary Teaching Hospital of the University of Pisa (Italy) led to a diagnosis of parasitic bronchopneumonia caused by A. abstrusus, which was complicated by severe pulmonary hypertension (PH) and right-sided congestive heart failure (R-CHF) that caused the death of the animal. Cases of reversible PH associated with A. abstrusus infection have been seldom reported in cats. This is the first report of fatal PH and R-CHF in a kitten with clinical aelurostrongylosis. "
Therapeutic Effects of Specialized Pro-Resolving Lipids Mediators on Cardiac Fibrosis via NRF2 Activation,"Heart disease is the number one mortality disease in the world. In particular, cardiac fibrosis is considered as a major factor causing myocardial infarction and heart failure. In particular, oxidative stress is a major cause of heart fibrosis. In order to control such oxidative stress, the importance of nuclear factor erythropoietin 2 related factor 2 (NRF2) has recently been highlighted. In this review, we will discuss the activation of NRF2 by docosahexanoic acid (DHA), eicosapentaenoic acid (EPA), and the specialized pro-resolving lipid mediators (SPMs) derived from polyunsaturated lipids, including DHA and EPA. Additionally, we will discuss their effects on cardiac fibrosis via NRF2 activation. "
p53 Enhances Artemisia annua L. Polyphenols-Induced Cell Death Through Upregulation of p53-Dependent Targets and Cleavage of PARP1 and Lamin A/C in HCT116 Colorectal Cancer Cells,"Plant-derived natural polyphenols exhibit anticancer activity without showing any noticeable toxicities to normal cells. The aim of this study was to investigate the role of p53 on the anticancer effect of polyphenols isolated from Korean Artemisia annua L. (pKAL) in HCT116 human colorectal cancer cells. We confirmed that pKAL induced reactive oxygen species (ROS) production, propidium iodide (PI) uptake, nuclear structure change, and acidic vesicles in a p53-independent manner in p53-null HCT116 cells through fluorescence microscopy analysis of DCF/PI-, DAPI-, and AO-stained cells. The pKAL-induced anticancer effects were found to be significantly higher in p53-wild HCT116 cells than in p53-null by hematoxylin staining, CCK-8 assay, Western blot, and flow cytometric analysis of annexin V/PI-stained cells. In addition, expression of ectopic p53 in p53-null cells was upregulated by pKAL in both the nucleus and cytoplasm, increasing pKAL-induced cell death. Moreover, Western bot analysis revealed that pKAL-induced cell death was associated with upregulation of p53-dependent targets such as p21, Bax and DR5 and cleavage of PARP1 and lamin A/C in p53-wild HCT116 cells, but not in p53-null. Taken together, these results indicate that p53 plays an important role in enhancing the anticancer effects of pKAL by upregulating p53 downstream targets and inducing intracellular cell death processes. "
Genome-wide association study for claw disorders and trimming status in dairy cattle,"Journal of Dairy Science, 98 (2015) 1286-1295. doi:10.3168/jds.2014-8302 "
Removal of Different Dye Solutions: A Comparison Study Using a Polyamide NF Membrane,"The removal of organic dyes in aquatic media is, nowadays, a very pressing environmental problem. These dyes usually come from industries, such as textiles, food, and pharmaceuticals, among others, and their harm is produced by preventing the penetration of solar radiation in the aquatic medium, which leads to a great reduction in the process of photosynthesis, therefore damaging the aquatic ecosystems. The feasibility of implementing a process of nanofiltration in the purification treatment of an aqueous stream with small size dyes has been studied. Six dyes were chosen: Acid Brown-83, Allura Red, Basic Fuchsin, Crystal Violet, Methyl Orange and Sunset Yellow, with similar molecular volume (from 250 to 380 Å). The nanofiltration membrane NF99 was selected. Five of these molecules with different sizes, shapes and charges were employed in order to study the behavior of the membrane for two system characteristic parameters: permeate flux and rejection coefficient. Furthermore, a microscopy study and a behavior analysis of the membrane were carried out after using the largest molecule. Finally, the Spiegler–Kedem–Katchalsky model was applied to simulate the behavior of the membrane on the elimination of this group of dyes. "
Guided-Mode Resonance-Based Relative Humidity Sensing Employing a Planar Waveguide Structure,"In this paper, we present a new type of guided-mode resonance (GMR)-based sensor that utilizes a planar waveguide structure (PWS). We employed a PWS with an asymmetric three-layer waveguide structure consisting of substrate/Au/photoresist. The ellipsometric characterization of the structure layers, the simulated reflectance spectra, and optical field distributions under GMR conditions showed that multiple waveguide modes can be excited in the PWS. These modes can be used for refractive index sensing, and the theoretical analysis of the designed PWS showed a sensitivity to the refractive index up to 6600 nm per refractive index unit (RIU) and a figure of merit (FOM) up to 224 RIU-1. In response to these promising theoretical results, the PWS was used to measure the relative humidity (RH) of moist air with a sensitivity up to 0.141 nm/%RH and a FOM reaching 3.7  10-3%RH-1. The results demonstrate that this highly-sensitive and hysteresis-free sensor based on GMR has the potential to be used in a wide range of applications. "
Patient-Related Factors of Medialization Laryngoplasty with Autologous Thyroid Cartilage,"(1) Background: Medialization laryngoplasty with autologous thyroid cartilage (MLATC) is a surgical treatment for glottal closure insufficiency (GCI) resulted from unilateral vocal fold paralysis/paresis (UVFP) and vocal fold atrophy. We aimed to survey the influence of patient-related factors on the outcomes after MLATC. (2) Methods: The study enrolled 35 patients with GCI who underwent MLATC. Patient voice data were recorded before and after MLATC by using multiple acoustic parameters and subjective assessment in a computerized speech laboratory. GCI patients were characterized into subgroups based on three factors: age, 60 vs. <60 years; sex, men vs. women; and BMI, 24 vs. <24. (3) Results: When the subgroups were compared, men did not have better results after surgery than women. Patients ages < 60 years did not exhibit any significantly different outcome compared with those aged  60 years. Patients with BMI  24 did not have any significantly different outcome compared with those with BMI < 24. The subgroups of age, sex, and BMI had no significant difference in cumulative voice recovery and summation of GRBAS (G "
Assessment of the Relationship between Mortality and Troponin I Levels in Hospitalized Patients with the Novel Coronavirus (COVID-19),"Background and Objectives: This study aimed to evaluate the relationship between mortality and cardiac laboratory findings in patients who were hospitalized after a positive PCR for COVID-19 infection. Materials and Methods: This study included patients who were admitted to or referred to the hospital between 20 March and 20 June 2020, diagnosed with COVID-19 via a positive RT-PCR from nasal and pharyngeal swab samples. The troponin I level was measured from each patient. Medical records of patients were retrospectively reviewed and analyzed. Results: A hundred and five patients who were diagnosed with COVID-19 and hospitalized, or who died in the hospital due to COVID-19, were included in this study. There was a statistically significant difference between the troponin I high and low level groups in terms of age (years), BMI, shortness of breath (SB), oxygen saturation (%), hypertension, length of stay in the ICU; and for mortality, C-reactive protein, the neutrophil-to-lymphocyte ratio, hemoglobin, lactate dehydrogenase, ferritin, D-dimer, creatine kinase-MB, prothrombin time, calcium, and 25-hydroxy vitamin 25(OH)D3 (all p < 0.05). In the logistic analyses, a significant association was noted between troponin I and the adjusted risk of mortality. A ROC curve analysis identified troponin I values > 7.8 pg/mL as an effective cut-off point in mortality for patients with COVID-19. A troponin I value of higher than 7.8 pg/mL yielded a sensitivity of 78% and a specificity of 86%. Conclusions: The hospital mortality rate was higher among patients diagnosed with COVID-19 accompanied by troponin levels higher than 7.8 pg/mL. Therefore, in patients diagnosed with COVID-19, elevated troponin I levels >7.8 pg/mL can be considered an independent risk factor for mortality. "
Biocompatible SWCNT Conductive Composites for Biomedical Applications,"The efficiency of devices for biomedical applications, including tissue engineering and neuronal stimulation, heavily depends on their biocompatibility and performance level. Therefore, it is important to find adequate materials that meet the necessary requirements such as (i) being intrinsically compatible with biological systems, (ii) providing a sufficient electronic conductivity that promotes efficient signal transduction, (iii) having “soft” mechanical properties comparable to biological structures, and (iv) being degradable in physiological solution. We have developed organic conducting biocompatible single-walled carbon nanotubes (SWCNT) composites based on bovine serum albumin, carboxymethylcellulose, and acrylic polymer and investigated their properties, which are relevant for biomedical applications. This includes -potential measurements, conductivity analyses, and SEM micrographs, the latter providing a local analysis of SWCNT distribution in the base material. We observed the development of the electrical conductivity of the SWCNT composites exposed to 1 mM KCl electrolyte for 40 days, representing a high stability of the samples. The conductivity of samples reaches 1300 S/m for 0.45 wt.% nanotubes. Moreover, we demonstrated the biocompatibility of the composites via cultivating fibroblast cell culture. Finally, we showed that composite coating results in the longer lifespan of cells on the surface. Overall, the SWCNT-based conductive composites might be a promising material for extended biomedical applications. "
Analysing the Driving Forces and Environmental Effects of Urban Expansion by Mapping the Speed and Acceleration of Built-Up Areas in China between 1978 and 2017,"Abundant data sets produced from long-term series of high-resolution remote sensing data have made it possible to explore urban issues across different spatiotemporal scales. Based on a 40-year impervious area data set released by Tsinghua University, a method was developed to map the speed and acceleration of urban built-up areas. With the mapping results of the two indices, we characterised the spatiotemporal dynamics of built-up area expansion and captured different types of expansion. Combined with socioeconomic data, we examined the temporal changes and spatial heterogeneity of driving forces with an ordinary least square (OLS) model and a panel data model, as well as exploring the environmental effects of the expansion. Our results reveal that China has experienced drastic urban expansion over the last four decades. Among all cities, megacities and large cities in eastern China, as well as megacities in central and northeast China have experienced the most dramatic urban expansion. A growing number of cities are categorised as thriving, which means that they have both high expansion speed and acceleration. The overall driving force of urban expansion has significantly increased. More specifically, it was associated with population increase in the early stages; however, since 2000, it has been substantially associated with increases in GDP and fixed asset investments. The major driving factors also differ between regions and urban sizes. Urban expansion is identified as being closely associated with environmental deterioration; thus, speed and acceleration should be included as key indicators in exploring the environmental effects of urban expansion. In summary, the results of the presented case study, based on a data set of China, indicate that speed and acceleration are useful in analysing the driving forces of urban expansion and its environmental effects, and may generate more interest in related research. "
Structural Insights into the Heme Pocket and Oligomeric State of Non-Symbiotic Hemoglobins from Arabidopsis thaliana,"Non-symbiotic hemoglobins AHb1 and AHb2 from Arabidopsis thaliana are hexacoordinate heme-proteins that likely have different biological roles, in view of diverse tissue localization, expression pattern, and ligand binding properties. Herein, we expand upon previous biophysical studies on these isoforms, focusing on their oligomeric states and circular dichroism (CD) characteristics. We found that AHb1 exists in solution in a concentration-dependent monomer-dimer equilibrium, while AHb2 is present only as a monomer. The quaternary structure of AHb1 affects its degree of hexacoordination with the formation of the dimer that enhances pentacoordination. Accordingly, the mutant of a conserved residue within the dimeric interface, AHb1-T45A, which is mostly monomeric in solution, has an equilibrium that is shifted toward a hexacoordinate form compared to the wild-type protein. CD studies further support differences in the globin’s structure and heme moiety. The Soret CD spectra for AHb2 are opposite in sense to those for AHb1, reflecting different patterns of heme-protein side chain contacts in the two proteins. Moreover, the smaller contribution of the heme to the near-UV CD in AHb2 compared to AHb1 suggests a weaker heme-protein association in AHb2. Our data corroborate the structural diversity of AHb1 and AHb2 and confirm the leghemoglobin-like structural properties of AHb2. "
EvoDevo: Past and Future of Continuum and Process Plant Morphology,"Plants and animals are both important for studies in evolutionary developmental biology (EvoDevo). Plant morphology as a valuable discipline of EvoDevo is set for a paradigm shift. Process thinking and the continuum approach in plant morphology allow us to perceive and interpret growing plants as combinations of developmental processes rather than as assemblages of structural units (“organs”) such as roots, stems, leaves, and flowers. These dynamic philosophical perspectives were already favored by botanists and philosophers such as Agnes Arber (1879–1960) and Rolf Sattler (*1936). The acceptance of growing plants as dynamic continua inspires EvoDevo scientists such as developmental geneticists and evolutionary biologists to move towards a more holistic understanding of plants in time and space. This review will appeal to many young scientists in the plant development research fields. It covers a wide range of relevant publications from the past to present. "
